Gene_symbol	Module_assignment
SRPRB	Not significant
SSX2IP	Not significant
STK16	Not significant
SUSD1	Not significant
TAF1L	Not significant
TBC1D2	Not significant
TBC1D7	Not significant
TDP1	Not significant
TLR3	Not significant
TMEM181	Not significant
TMEM254	Not significant
TMEM38A	Not significant
TMEM67	Not significant
TNFAIP8L2	Not significant
TONSL	Not significant
TRAPPC2L	Not significant
TRIM17	Not significant
TRIM3	Not significant
TRPM8	Not significant
TSPOAP1	Not significant
WIPI1	Not significant
ZBED6CL	Not significant
ZFP64	Not significant
ZNF334	Not significant
ZNF483	Not significant
ZNF544	Not significant
ZNF562	Not significant
ZNF620	Not significant
ZNF658	Not significant
ZNF699	Not significant
ZNF74	Not significant
ZNF749	Not significant
ZNF77	Not significant
ZNF81	Not significant
ZSCAN9	Not significant
AK9	Not significant
ARID3B	Not significant
CHCHD5	Not significant
ENSMMUG00000000324	Not significant
ENSMMUG00000045209	Not significant
IMP3	Not significant
RPUSD4	Not significant
TIAM2	Not significant
ABHD6	Not significant
AIF1	Mono late down
CD14	Not significant
CNGA1	Not significant
DOLPP1	Not significant
EIF1AY	Not significant
ENSMMUG00000004523	Not significant
ENSMMUG00000010128	Not significant
ENSMMUG00000023102	Not significant
ENSMMUG00000029285	Not significant
ENSMMUG00000041861	Not significant
ENSMMUG00000043113	Not significant
ENSMMUG00000045841	Not significant
FAM111B	Not significant
HCCS	Not significant
LRRC40	Not significant
RDH11	Not significant
RF00548	Not significant
S100A2	Mono late up
S100P	Mono late up
SFXN3	Not significant
SPATA1	Not significant
YIF1B	Not significant
ZNF213	Not significant
ZNF721	Not significant
ABCA6	Not significant
ABCC3	Not significant
ABHD2	Not significant
ACER3	Not significant
ACPP	Not significant
ACRBP	Not significant
ACSS2	Not significant
ACVR2A	Not significant
ADA2	Not significant
ADAM28	Mono late up
ADAMDEC1	Mono late up
ADAMTSL4	Not significant
ADAP2	Not significant
ADGRB3	Not significant
ADGRE1	Not significant
ADGRE2	Not significant
ADGRG3	Not significant
ADM	Mono late up
AFG1L	Not significant
AIFM2	Not significant
ALDH1A1	Not significant
ALDH3B1	Not significant
ALOX5	Not significant
AMACR	Not significant
AMDHD1	Not significant
AMDHD2	Not significant
ANKRD22	Mono late up
ANKRD9	Not significant
ANXA3	Mono late up
AQP3	Not significant
AQP9	Not significant
ARAP3	Not significant
ARG2	Not significant
ARHGAP42	Not significant
ARHGAP6	Not significant
ARHGEF10L	Mono late up
ARHGEF40	Not significant
ARL2BP	Not significant
ASAP2	Not significant
ATG7	Not significant
ATP1B1	Not significant
ATP6AP1	Not significant
ATP6V0D1	Not significant
ATP9A	Not significant
AZU1	Mono late up
B3GALNT1	Not significant
B3GALT4	Not significant
B3GNT8	Not significant
BATF3	Not significant
BCL2L14	Not significant
BCL2L15	Not significant
BMX	Not significant
BVES	Not significant
C10H20orf194	Not significant
C15H9orf64	Not significant
C15orf65	Not significant
C19orf38	Not significant
C1H1orf50	Not significant
C1QB	Not significant
C1QC	Not significant
C1orf122	Not significant
C1orf127	Not significant
C1orf162	Not significant
C20orf27	Not significant
C3	Mono late up
C3AR1	Mono late up
C5AR1	Mono early up
CALCRL	Not significant
CAMK1	Not significant
CAMP	Mono late down
CARD9	Mono late down
CASP5	Not significant
CATIP	Not significant
CAVIN3	Not significant
CCDC149	Not significant
CCDC151	Not significant
CCDC152	Mono late down
CCDC189	Not significant
CCL2	Not significant
CCL3	Not significant
CCL8	Not significant
CCR1	Mono early up
CCR2	Not significant
CCS	Not significant
CD163	Mono early up
CD163L1	Not significant
CD177	Mono late up
CD1B	Not significant
CD1D	Not significant
CD300LB	Not significant
CD300LF	Not significant
CD33	Not significant
CD36	Not significant
CD68	Not significant
CD93	Not significant
CDA	Not significant
CDC42BPA	Not significant
CDC42EP4	Not significant
CDKN1C	Not significant
CDKN2B	Not significant
CEBPD	Not significant
CELSR1	Not significant
CEND1	Not significant
CFH	Not significant
CHIT1	Not significant
CISD2	Not significant
CLCN4	Not significant
CLCN5	Not significant
CLEC10A	Not significant
CLEC4A	Not significant
CLEC6A	Not significant
CLEC7A	Not significant
CLMN	Not significant
CLN8	Not significant
CMBL	Not significant
CMKLR1	Not significant
CMTM2	Not significant
CNOT11	Not significant
CNTLN	Not significant
COMMD10	Not significant
COMP	Not significant
CPED1	Not significant
CPNE2	Not significant
CPVL	Mono late down
CRIPT	Not significant
CRISPLD2	Not significant
CRTAP	Not significant
CSF1R	Not significant
CSF2RA	Not significant
CSF3R	Mono early up
CSTA	Mono early up
CTH	Not significant
CUEDC1	Not significant
CXCL1	Not significant
CXCL10	Not significant
CXCL16	Mono late down
CXCL2	Not significant
CXCL3	Not significant
CXHXorf57	Not significant
CYBRD1	Not significant
CYFIP1	Not significant
CYP1B1	Not significant
CYP39A1	Not significant
CYP3A5	Not significant
CYP4V2	Not significant
D2HGDH	Not significant
DAGLB	Not significant
DBT	Not significant
DCN	Not significant
DDR1	Not significant
DERA	Not significant
DES	Not significant
DESI1	Not significant
DGAT2	Not significant
DHRS9	Mono late up
DIRC2	Not significant
DISC1	Not significant
DKK2	Not significant
DNASE2	Not significant
DNM1	Not significant
DOCK4	Not significant
DOCK7	Not significant
DPYD	Not significant
DPYSL3	Not significant
DRAM1	Not significant
DYSF	Mono late up
E2F6	Not significant
EAF1	Not significant
EGFL7	Not significant
EIF4E	Not significant
EIF5A2	Not significant
EML6	Not significant
EMP1	Not significant
ENPP2	Not significant
ENSMMUG00000000729	Not significant
ENSMMUG00000002513	Not significant
ENSMMUG00000005766	Not significant
ENSMMUG00000006604	Not significant
ENSMMUG00000007560	Not significant
ENSMMUG00000007936	Not significant
ENSMMUG00000008289	Not significant
ENSMMUG00000011569	Not significant
ENSMMUG00000012749	Not significant
ENSMMUG00000013897	Not significant
ENSMMUG00000014404	Not significant
ENSMMUG00000016578	Not significant
ENSMMUG00000016619	Not significant
ENSMMUG00000017246	Not significant
ENSMMUG00000017871	Not significant
ENSMMUG00000018146	Not significant
ENSMMUG00000018408	Not significant
ENSMMUG00000018474	Not significant
ENSMMUG00000019688	Not significant
ENSMMUG00000019939	Not significant
ENSMMUG00000020005	Not significant
ENSMMUG00000020012	Not significant
ENSMMUG00000020155	Not significant
ENSMMUG00000020182	Not significant
ENSMMUG00000020473	Not significant
ENSMMUG00000021876	Not significant
ENSMMUG00000022334	Not significant
ENSMMUG00000029123	Not significant
ENSMMUG00000029821	Not significant
ENSMMUG00000030384	Not significant
ENSMMUG00000032418	Not significant
ENSMMUG00000037682	Not significant
ENSMMUG00000037683	Not significant
ENSMMUG00000037684	Mono late up
ENSMMUG00000037774	Not significant
ENSMMUG00000037831	Not significant
ENSMMUG00000038238	Not significant
ENSMMUG00000038383	Not significant
ENSMMUG00000039160	Not significant
ENSMMUG00000039900	Not significant
ENSMMUG00000040509	Not significant
ENSMMUG00000041076	Not significant
ENSMMUG00000041102	Not significant
ENSMMUG00000041198	Not significant
ENSMMUG00000041249	Not significant
ENSMMUG00000042810	Not significant
ENSMMUG00000043523	Not significant
ENSMMUG00000043877	Not significant
ENSMMUG00000043970	Not significant
ENSMMUG00000044290	Not significant
ENSMMUG00000044652	Mono early up
ENSMMUG00000045046	Not significant
ENSMMUG00000045247	Not significant
ENSMMUG00000045411	Mono late down
ENSMMUG00000045501	Not significant
ENSMMUG00000046296	Not significant
ENSMMUG00000046614	Not significant
ENSMMUG00000046629	Not significant
ENSMMUG00000048321	Not significant
ENSMMUG00000048414	Not significant
ENSMMUG00000049010	Not significant
ENSMMUG00000049230	Not significant
EPB41L3	Not significant
EPHB2	Not significant
ERBB2	Not significant
EREG	Mono early up
ERLIN2	Not significant
F13A1	Mono late up
FAM120AOS	Not significant
FAM122A	Not significant
FAM127A	Not significant
FAM131A	Not significant
FAM151B	Not significant
FAM161B	Not significant
FAM72A	Not significant
FBP1	Not significant
FCAR	Mono early up
FCGR1A	Mono late up
FFAR4	Not significant
FKBP1B	Not significant
FKBP9	Not significant
FLT3	Not significant
FLVCR2	Not significant
FN1	Not significant
FOPNL	Not significant
FOSL1	Not significant
FOXK1	Not significant
FPR1	Mono late up
FPR2	Not significant
FPR3	Not significant
FRRS1	Not significant
G0S2	Mono early up
GAB1	Not significant
GABARAPL2	Not significant
GAS2L1	Not significant
GAS6	Not significant
GDAP2	Not significant
GJB2	Not significant
GLB1L	Not significant
GLRB	Not significant
GLUL	Not significant
GNB4	Not significant
GOLM1	Not significant
GOSR2	Not significant
GPNMB	Not significant
GPR162	Not significant
GPR84	Mono late up
GRB10	Not significant
GSTO1	Not significant
GUCY1A1	Not significant
GUCY1B1	Mono late down
HBEGF	Mono late down
HDHD3	Not significant
HFE	Not significant
HGF	Not significant
HINT3	Not significant
HIST1H2BK	Not significant
HK3	Mono late up
HOMEZ	Not significant
HRH1	Not significant
HRH2	Not significant
HSD17B12	Not significant
HTRA1	Not significant
HYAL2	Not significant
ICA1	Not significant
ID1	Not significant
IDO1	Mono late up
IER5L	Not significant
IFNGR2	Not significant
IFT22	Not significant
IFT81	Not significant
IGF2BP2	Not significant
IGFBP7	Not significant
IGSF6	Mono late down
IL15RA	Not significant
IL1A	Not significant
IL1B	Mono late down
IL1RAP	Not significant
IL1RN	Mono late up
IL6	Not significant
INSR	Not significant
IPMK	Not significant
IRAK3	Not significant
ISCA2	Not significant
JAG1	Not significant
JDP2	Not significant
JOSD2	Not significant
JUP	Not significant
KANK2	Not significant
KBTBD11	Not significant
KCNE3	Not significant
KCNJ15	Not significant
KCNJ2	Not significant
KCNQ1	Not significant
KIF9	Not significant
KLF7	Not significant
KRBA1	Not significant
LACC1	Not significant
LAMB2	Not significant
LAMC1	Not significant
LARGE1	Not significant
LCN2	Not significant
LDLRAD3	Mono early up
LIAS	Not significant
LILRA2	Not significant
LILRA3	Mono early up
LILRA5	Not significant
LILRA6	Not significant
LILRB5	Not significant
LLPH	Not significant
LMF1	Not significant
LPCAT2	Not significant
LRP1	Mono late down
LRP11	Not significant
LRRC4	Not significant
LRRC75A	Not significant
LTB4R	Not significant
LTBR	Not significant
LYRM4	Not significant
LYSMD2	Not significant
MAATS1	Not significant
MAFB	Not significant
MAK	Not significant
MANBA	Not significant
MAOA	Not significant
MBTPS2	Not significant
MCEMP1	Mono late up
MCTP1	Not significant
MEFV	Mono late down
MEGF9	Not significant
METTL1	Not significant
MGST1	Not significant
MICALL2	Not significant
MIDN	Not significant
MITF	Not significant
MLF1	Not significant
MMP1	Not significant
MMP19	Not significant
MPEG1	Not significant
MPO	Mono late up
MPP5	Not significant
MR1	Not significant
MRC1	Not significant
MS4A4A	Not significant
MS4A4E	Mono late up
MS4A6A	Mono late up
MSR1	Not significant
MSRA	Not significant
MT1E	Not significant
MTSS1L	Not significant
MTURN	Not significant
MYOF	Mono late up
NACC2	Not significant
NAGA	Not significant
NAIP	Not significant
NANP	Not significant
NAPRT	Not significant
NAXD	Not significant
NCEH1	Not significant
NCKIPSD	Not significant
NECAP1	Not significant
NFE2	Mono late up
NGFR	Not significant
NHEJ1	Not significant
NLRP12	Not significant
NLRP3	Not significant
NMRK1	Not significant
NOCT	Not significant
NPL	Not significant
NPTX2	Not significant
NRG1	Not significant
NRP1	Not significant
NUDT13	Not significant
NUDT7	Not significant
NUPR1	Not significant
OAF	Not significant
OLR1	Not significant
OSM	Mono early up
P2RX4	Not significant
P2RY1	Not significant
P2RY12	Not significant
P2RY13	Not significant
P2RY2	Not significant
P2RY6	Not significant
PADI4	Not significant
PAK1	Not significant
PAQR7	Not significant
PAXX	Not significant
PBLD	Not significant
PDE8B	Not significant
PDSS1	Not significant
PELI3	Not significant
PEX13	Not significant
PGPEP1	Not significant
PHLDA2	Not significant
PID1	Mono early down
PIGB	Not significant
PILRA	Mono late down
PISD	Not significant
PKIB	Not significant
PKP4	Not significant
PLA1A	Not significant
PLA2G12A	Not significant
PLA2G4A	Not significant
PLA2G7	Not significant
PLAU	Not significant
PLAUR	Mono early up
PLCB3	Not significant
PLCD1	Not significant
PLLP	Not significant
PLOD1	Not significant
PLPPR2	Not significant
PLVAP	Mono late down
PLXDC2	Not significant
PMP22	Not significant
PNP	Not significant
PON2	Not significant
POPDC3	Not significant
PPARGC1B	Not significant
PPFIA4	Not significant
PPM1H	Not significant
PPM1L	Not significant
PRKRIP1	Not significant
PRRG4	Mono early up
PRX	Not significant
PSTPIP2	Mono late up
PTGER2	Mono early up
PTGES	Not significant
PTGIR	Not significant
PTGS2	Mono late down
PTPRO	Not significant
PXMP2	Not significant
PYGL	Mono early up
QPCT	Mono early up
RAB13	Mono late up
RAB39A	Not significant
RAB3D	Not significant
RAB7B	Not significant
RAP2B	Not significant
RASL10A	Mono late down
RBKS	Not significant
RCVRN	Not significant
REC114	Not significant
RENBP	Not significant
REPS2	Not significant
RF00004	Not significant
RF00020	Not significant
RHEX	Not significant
RIN2	Mono late up
RNASE1	Not significant
RNASE2	Not significant
RNASE3	Not significant
RNF135	Not significant
RNF175	Not significant
ROBO2	Not significant
RPIA	Not significant
RRAGD	Not significant
RXRA	Not significant
S100A12	Not significant
SAC3D1	Not significant
SAR1B	Not significant
SASH1	Not significant
SCAMP5	Mono late down
SCIN	Not significant
SCN1B	Not significant
SCOC	Not significant
SDC2	Not significant
SDC3	Mono late up
SDHAF3	Not significant
SECTM1	Not significant
SELENOT	Not significant
SERPINB10	Mono early up
SERPINB2	Not significant
SERPINE1	Not significant
SERPING1	Not significant
SESTD1	Not significant
SETD9	Not significant
SH2B2	Not significant
SH3D21	Not significant
SHTN1	Mono early up
SIGLEC11	Not significant
SIGLEC12	Not significant
SIGLEC9	Not significant
SIRPB2	Not significant
SLAMF9	Not significant
SLC12A7	Not significant
SLC16A6	Not significant
SLC22A15	Not significant
SLC22A4	Not significant
SLC25A16	Not significant
SLC26A11	Not significant
SLC2A14	Not significant
SLC2A5	Mono late up
SLC2A8	Not significant
SLC30A1	Not significant
SLC31A1	Not significant
SLC35F5	Not significant
SLC44A3	Not significant
SLC46A1	Not significant
SLC46A2	Not significant
SLC47A1	Not significant
SLC5A10	Not significant
SLC7A7	Not significant
SLC8A1	Not significant
SLC8B1	Not significant
SLFN11	Not significant
SMAD1	Not significant
SNAPC1	Not significant
SNX24	Not significant
SORD	Not significant
SPAG1	Not significant
SPHK1	Not significant
SPRED1	Not significant
SRC	Not significant
SREBF1	Not significant
ST7	Not significant
STAB1	Not significant
STAC3	Not significant
STEAP4	Not significant
STK19	Not significant
SUCNR1	Mono late up
SULF2	Not significant
TBC1D8	Not significant
TBXAS1	Not significant
TCF7L1	Not significant
TCF7L2	Not significant
TFPI	Not significant
TFPI2	Not significant
TGFBI	Mono late down
THAP10	Not significant
THBD	Not significant
THBS1	Not significant
THEMIS2	Not significant
TICAM1	Not significant
TKTL1	Not significant
TLR2	Mono early up
TLR4	Not significant
TLR5	Not significant
TLR8	Not significant
TMEM128	Not significant
TMEM184B	Not significant
TMEM218	Not significant
TMEM51	Not significant
TMEM86A	Not significant
TMLHE	Not significant
TMPRSS3	Not significant
TMX2	Not significant
TNFAIP2	Not significant
TNFAIP6	Not significant
TNFRSF21	Not significant
TOMM5	Not significant
TPP1	Not significant
TPPP3	Not significant
TRAM2	Not significant
TREM1	Not significant
TRIM36	Not significant
TRIM55	Not significant
TRPM2	Not significant
TRPM6	Not significant
TSKS	Not significant
TSPAN4	Not significant
TST	Not significant
TTC39B	Not significant
TTYH2	Not significant
TWIST2	Not significant
UAP1L1	Not significant
UBE2E3	Not significant
UNC13B	Not significant
USHBP1	Not significant
VDR	Not significant
VMO1	Mono late down
VNN1	Not significant
VSIR	Not significant
VSTM1	Not significant
WDFY3	Not significant
WLS	Not significant
WWC1	Not significant
WWC2	Not significant
XPR1	Not significant
YBX3	Mono late down
YIPF4	Not significant
ZBTB47	Not significant
ZCCHC24	Not significant
ZCWPW1	Not significant
ZFHX3	Not significant
ZNF117	Not significant
ZNF503	Not significant
ZNF516	Not significant
ZNF593	Not significant
ZNF784	Not significant
ZNF823	Not significant
ZNRF2	Not significant
A2M	Not significant
ABCA3	Not significant
ABT1	Not significant
ACER2	Not significant
ACKR1	Not significant
ACOD1	Not significant
ACVRL1	Not significant
AGPAT2	Not significant
AK3	Not significant
AKR7A2	Not significant
ALPL	Not significant
ANLN	Not significant
APH1A	Not significant
APLF	Not significant
APOD	Not significant
ARF1	Not significant
